"","numEscroete","escroete","numConnetablie","connetablie","rdv","numRente","rente"
"141","II1","Chi commenche li escroete de Canteleu ","28°","En le rue des Drakiers ","A","141.6","Sour le maison JAKEMON LE RENGHIER et sour tout le tenement, ki fu ROBIERT CAPE, ki siet entre le tenement MARTIN DE TREHOURT, ki fu MARIEN DE CISOING, d'une part, et le tenement NICHOLON LE MIGNOT, ki fu PIERON LE DUC, d'autre part, 1 ferton. "
"142","II1","Chi commenche li escroete de Canteleu ","28°","En le rue des Drakiers ","A","142.7","Sour le maison NICHOLON LE MIGNOT et sour tout le tenement, ki fu PIERON LE DUC, ki siet entre le tenement JAKEMON LE RENGHIER, d'une part, et le tenement GRART DE GANT, d'autre part, aprés le fons de le tiere, 5 fertons.  "
"143","II1","Chi commenche li escroete de Canteleu ","28°","En le rue des Drakiers ","B","143.8","Sour 2 maisons WATIER MUSART et sour tous les tenemens, ki furent RAOUL LE BURIER, et sour une maison, ki siet en le ruiele deriere, ki fu BAUDE DE BIETUNE: si sient les 2 maisons devant, d'une part et d'autre, entre les 2 tenemens WATIER MUSART; aprés le fons de le tiere, 7 mars.   "
"144","II1","Chi commenche li escroete de Canteleu ","29°","En le rue dou Maisiel a le char ",NA,"144.","Sour le maison JAKEMON D'ORCHIES et sour tout le tenement, ki siet entre le tenement WILLIAUME WASCRELIE, d'une part, et le tenement JEHAN DUR DENIER, d'autre part, 20 s. et 2 capons, dou fons de le tiere.  "
"145","II1","Chi commenche li escroete de Canteleu ","30°1","En le rue dou Puch Fullori, si c'on va ou Maisiel as porees ",NA,"145.1","Sour le maison AALIS DOU RIVAGE et MARIEN DE MARCHIENES, se conpaignesse, et sour tout le tenement, ki siet entre le tenement FOUKEUT DE CANTIN, d'une part, et le tenement ROBIERT DE LAMBRES, d'autre part, aprés le fons de le tiere, 4 mars. "
"146","II1","Chi commenche li escroete de Canteleu ","30°1","En le rue dou Puch Fullori, si c'on va ou Maisiel as porees ",NA,"146.2","Sour 2 maisons MGR GRART GADOUL et sour tous les tenemens, ki furent BIERTOUL LE LANIER, ki sient entre le tenement ROBIERT DE LAMBRES, d'une part, et le tenement MARGOT CAUVETE, d'autre part, aprés le fons de le tiere, 1/2 marc.  "
"147","II1","Chi commenche li escroete de Canteleu ","31°","En le ruiele Espinoke le Rous ",NA,"147.","Sour 2 maisons CRESTIENE LE MIGNOTE et sour tous les tenemens, ki furent WILLIAUME LE MIGNOT, ki sient entre le tenement CHATELINE LE FOURIERE, d'une part, et le tenement MARIEN LE RICHART, d'autre part, aprés le fons de le tiere, 1 marc et 1/2 ferton. Si fu ciste rente Bouart.  "
"148","II1","Chi commenche li escroete de Canteleu ","32°","En le rue d'Ainfroi ",NA,"148.1","Sour le maison MEHAUT D'ESTREES et sour tot le tenement, ki siet entre le tenement JULIANE CLINCHART, d'une part, et le tenement celes des Lices, d'autre part, aprés le fons de le tiere, 2 mars. Si fu ciste rente Bouart. "
"149","II1","Chi commenche li escroete de Canteleu ","32°","En le rue d'Ainfroi ",NA,"149.2","Sour le maison PIERON DE HASNON et sour tout le tenement, ki siet entre le tenement JEHENNAIN TIESTE de Cheval, d'une part, et le tenement Marien de l'Eve, d'autre part, 2 s. douysiens, dou fons de le tiere. "
"150","II1","Chi commenche li escroete de Canteleu ","32°","En le rue d'Ainfroi ",NA,"150.3","Sour le maison Mariien de l'Eve et sour tout le tenement, ki siet entre le tenement PIERON DE HASNON, d'une part, et le tenement MARIIEN DE MONTEGNI, d'autre part, 2 s. douysiens et 2 capons, dou fons de le tiere. "
"151","II1","Chi commenche li escroete de Canteleu ","32°","En le rue d'Ainfroi ",NA,"151.4","Sour le maison Marien, niece le Doien ki fu, et sour tout le tenement, ki fu HUON DE MERNES, ki siet entre le tenement Marien de l'Eve, d'une part, et le tenement MARGOT DE MAGNI, ki fu HIELOTAIN SAUVEEE, d'autre part, 12 douysiens et 2 capons, dou fons de le tiere. "
"152","II1","Chi commenche li escroete de Canteleu ","32°","En le rue d'Ainfroi ",NA,"152.5","Sour le maison MARGOT DE MAGNI et sour tout le tenement, ki fu HIELOTAIN SAUVEE, ki siet entre le tenement Marien, niece le Doien ki fu, d'une part, et le tenement MARIIEN FLORENT, d'autre part, 2 s. douysiens et 2 capons, dou fons de le tiere. "
"153","II1","Chi commenche li escroete de Canteleu ","32°","En le rue d'Ainfroi ",NA,"153.6","Sour le maison MARIIEN FLORENT et sour tout le tenement, ki fu BIETRIS DE LE SAUC, ki siet entre le tenement MARGOT DE MAGNI, d'une part, et le tenement de l'ospital des Wés, ki fu MARIIEN DE LENS, d'autre part, 1 marc, 5 capons et 3 douysiens, dou fons de le tiere. Si furent cist douysiens et cist capon de tous ces tenemens de le rente SAINT AMANT. Chi commenche li escroete dou Més et des Wés devens le porte   "
"154","III1","33° III1 ","33°","Ou Més ",NA,"154.1","Sour le maison MARGOT BOFFLINE et sour tout le tene[ment], ki siet entre le tenement Marien A LE HUGE, d'une part, et le tenement SIMON MALET, d'autre part, 3 fertons, 2 s. douysiens et 2 capons, dou fons de le tiere. "
"155","III1","33° III1 ","33°","Ou Més ",NA,"155.2","Sour le maison SIMON MALET et sour tout le tenement, ki fu PIERON LE PATINIER, ki si[e]t entre le tenement SIMON MALET, ki fu RAOUL LE CHARPENTIER, d'une part, et un autre sien tenement, ki fu MARIIEN LE TOILIERE, d'autre part, 1 marc, aprés le fons de le tiere.  "
"156","III1","33° III1 ","34°","Ou petit Més ",NA,"156.","Sour 2 maisons RENIER MALET et sour tous les tenemens, ki furent TIEBAUT DE DOURGES, ki sient entre le moustier SAINT NICHOLAÏ, d'une part, et le tenement LANVIN DE SAINT VENANT, d'autre part, aprés le fons de le tiere, 1/2 marc.  "
"157","III1","33° III1 ","35°","En le rue des Foulons ","A","157.1","Sour le maison ANDRIU LE BARBETEUR et sour tout le tenement, et sour 2 maisons, ki sont JEHAN MAUVISET, ki sient deriere en le ruiele, et sour tous les tenemens, ki sient entre le tenement EVRART L'ENFANT, d'une part, et le tenement JEHAN MAUVISET, ki siet en le rue des Foulons, d'autre part, 9 mars et 1/2, et 3 s. et 6 d. par., aprés le fons de le tiere. "
"158","III1","33° III1 ","35°","En le rue des Foulons ","A","158.2","Sour le maison HEUDIART DE GAVERIELE et sour tout le tenement, et sour le maison MONNART BOINE BROKE et sour tout le tenement, ki fu BAUDUIN COKE, ki sient entre le tenement JEHAN MAUVISET, d'une part, et le tenement JEHAN BOINE BROKE, d'autre part, aprés le fons de le tiere, 1 marc. "
"159","III1","33° III1 ","35°","En le rue des Foulons ","A","159.3","Sour le maison WATIER BOINE BROKE et sour tout le tenement, et sour le maison ROBIERT LOUVET et sour tous les tenemens, ki furent SALEMON DE SAINT PIERE, ki sient entre le ruiele, ki vient dou Més en le rue des Foulons, d'une part, et le tenement BERNART DE GOY, ki fu JEHAN D'ARRAS, d'autre part, aprés le fons de le tiere, 10 mars. "
"160","III1","33° III1 ","35°","En le rue des Foulons ","A","160.4","Sour les liches JEHAN BOINE BROKE et sour toutes les maisons, ki sient en le rue des Foulons, et sour tous les tenemens, ki aboutent ens ou Més par deriere, ki sient entre le tenement JEHAN BOINE BROKE, d'une part, et le tenement JAKEMON DE FRESAING, ki fu PIERON LE CANGEUR, d'autre part, aprés le fons de le tiere, 5 mars et 1/2. "
"161","III1","33° III1 ","35°","En le rue des Foulons ","A","161.5","Sour le maison JAKEMON DE FRESAING et sour tout le tenement, ki fu PIERON LE CANGEUR, ki siet entre le tenement JEHAN BOINE BROKE, d'une part, ki fu GILLION BERTUIN, et le tenement ELYSSENT LE CARDONIERE, ki fu JAKEMON DE SAINT VENANT, d'autre part, aprés le fons de le tiere, 8 mars, 1 ferton et 4 d. par.  "
"162","III1","33° III1 ","35°","En le rue des Foulons ","B","162.6","Sour le maison EVRART LE CARDONNIER et sour tout le tenement, ki siet joingnant de le porte SAINT NICHOLAÏ et des murs de le vile, d'une part, et le m[o]ulin ROBERT D'ESTREES ki fu, d'autre part, aprés le fons de le tiere, 1 marc.   "
"163","III1","33° III1 ","36°","Au pont ou Cardonnoit ","A","163.1","Sour le maison BAUDE DE SAINT VENANT et sour tout le tenement, ki siet entre le maison EVRART DE SAINT VENANT le viel, d'une part, et le muelin Evrart le jovene, d'autre part, aprés le fons de le tiere, 2 mars et 1 ferton.  "
"164","III1","33° III1 ","36°","Au pont ou Cardonnoit ","B","164.2","Sour le maison JAKEMON BELIN et sour tout le tenement, devant et deriere, et sour le praiel EVRART DE SAINT VENANT, ki sient entre le grande maison EVRART DE SAINT VENANT le viel, d'une part, et le tenement NICHOLON DE LOBERGHES, d'autre part, aprés le fons de le tiere, 3 fertons.   "
"165","III1","33° III1 ","37°","Devens le porte de Lannoit ",NA,"165.1","Sour le maison BERNART DE GOY et sour tout le tenement, ki fu JEHAN DELATRE, ki siet entre le tenement MGR WATIER, de SAINT JAKEME, le prestre, d'une part, et le tenement MAHIU DE TAUVOIE, d'autre part, aprés le fons de le tiere, ferton et 1/2. "
"166","III1","33° III1 ","37°","Devens le porte de Lannoit ",NA,"166.2","Sour le place et sour tout le tenement MGR GRART D'IWIEUR, aprés le fons de le tiere, 2 mars.  "
"167","III1","33° III1 ","38°","Deriere Saint Venant ",NA,"167.","Sour le tainture EVRART DE SAINT VENANT, le viel, et sour tout le tenement, ki fu BARDE LE PAREUR, ki siet entre le tenement JAKEMON BELIN, d'une part, et le tenement de le grande maison EVRART DE SAINT VENANT, le viel, d'autre part, aprés le fons de le tiere, 1/2 marc, ki fu SIMON MALET, pour l'escange de le maison de Riulai.  "
"168","III1","33° III1 ","39°","Dehuers le porte Saint-Nicholaï, si c'on va en Lannoit ","A","168.1","Sour le maison GUITON BERNART et sour tout le tenement, ki fu JEHAN LE ROI, entre le tenement ROBIERT COUSTIER, d'une part, et le tenement LE ROI. d'Amiens, d'autre part, aprés le fons de le tiere, 1 marc.  "
"169","III1","33° III1 ","39°","Dehuers le porte Saint-Nicholaï, si c'on va en Lannoit ","B","169.2","Sour 3 maisons maistre ALIXANDRE CAVETE et sour tous les tenemens, ki furent Sablain, ki sient entre le tenement BERNART DE GOY, d'une part, et le tenement JULIANE DE FONCES, d'autre part, aprés le fons de le tiere, 1 ferton. "
"170","III1","33° III1 ","39°","Dehuers le porte Saint-Nicholaï, si c'on va en Lannoit ","B","170.3","Sour le maison EVRART DE SAINT VENANT, le jovene, ki fu WATIER DE MAUCHICORT, ki siet entre le tenement CRESTIEN TAILLE BRESIL, d'une part, et le tenement AALIS LE PETITE, d'autre part, 1 marc, aprés le fons de le tiere. Si puet on prendre ce marc sour le grande maison EVRART DE SAINT VENANT, ki fu CASTELAIN DE CANTIN, par le raison de chou k'il a mis de le tiere de celui tenement a l'aise de se grande maison, ou praiel.   "
"171","III1","33° III1 ","40°","Au Four des Eves ","A","171.1","Sour 3 maisons GUITON BERNART et sour tous les tenemens, ki furent DURANT DE LE POSTERNE, et ki sient entre le tenement PIERON DE LE CLAVIERE ki fu, d'une part, et le tenement GUITON BERNART, d'autre part, aprés le fons de le tiere, 7 s. par. "
"172","III1","33° III1 ","40°","Au Four des Eves ","A","172.2","Sour le maison JEHAN MAUVISET et sour tout le tenement, ki fu WERIN LE BRUN, ki siet entre le tenement Durandais, ki fu MIKIEL LE BRUN, d'une part, et le tenement JEHAN LOGIER, ki fu JEHAN BOINE BROKE, d'autre part, aprés le fons de le tiere, 4 mars et 1/2. "
"173","III1","33° III1 ","40°","Au Four des Eves ","A","173.3","Sour 2 maisons SAINTAIN D'ESTREES et sour tout le tenement, ki siet entre le tenement MARIEN LE BLANKISSCERESSE, d'une part, et le tenement MARGOT CAUVETE, d'autre part, aprés le fons de le tiere, 1/2 marc.  "
"174","III1","33° III1 ","40°","Au Four des Eves ","B","174.4","Sour le maison ROBIERT BOINEBROKE et sour tout le tenement, ki fu WILLIAUME DE LE BIEKE, ki siet entre le tenement HIELOTAIN DE WARENGHIEN, d'une part, et le tenement ESTIEVENON LE JOUTIER, d'autre part, aprés le fons de le tiere, 1 ferton. "
"175","III1","33° III1 ","40°","Au Four des Eves ","B","175.5","Sour le maison GUITON BERNART et sour tout le tenement, ki fu GILLION PESCE, ki siet entre le tenement ROBIERT BOINEBROKE, d'une part, et le tenement JAKEMON LE BRUN ki fu, d'autre part, aprés le fons de le tiere, 1/2 marc.   "
"176","III1","33° III1 ","41°","En le rue de l'Aubiel ","A","176.1","Sour 2 maisons JEHAN LE PATINIER et sour tous les tenemens, et sour le maison JAHAN BREBISON et sour tout le tenement, ki sient entre le tenement JAKEMON LE CHAVETIER, d'une part, et le tenement PIERON BOINE BROKE, ki fu, d'autre part, 6 s. douysiens, 3 capons, dou fons de le tiere. "
"177","III1","33° III1 ","41°","En le rue de l'Aubiel ","A","177.2","Sour le maison LAMBIERT DE GOY et sour tout le tenement, ki fu PHELIPPON DOUCE en lit, ki siet entre le tenement PIERON BOINE BROKE, ki fu, d'une part, et le tenement Evrart, le viel, de SAINT VENANT, d'autre part, 1 marc et 1 d. douysien, dou fons de le tiere. "
"178","III1","33° III1 ","41°","En le rue de l'Aubiel ","A","178.3","Sour le maison EVRART DE SAINT VENANT, le viel, et sour tout le tenement, et sour 2 heudes, ki aboutent en le rue Pute i muce par deriere, et sour les tenemens, si siet li maisons entre le tenement LAMBIERT DE GOY, d'une part, et le tenement WILLIAUME DE SAINT AMANT, d'autre part, 2 mars et 8 s. douysiens, dou fons de le tiere.  "
"179","III1","33° III1 ","41°","En le rue de l'Aubiel ","B","179.4","Sour 2 maisons TASSART LE BEGHIN et sour tous les tenemens, ki sient entre le tenement HUON LE POVRE, taintenier, d'une part, et le tenement TASSART D'ALLUES, d'autre part, 10 s. douysiens et 2 capons, dou fons de le tiere. "
"180","III1","33° III1 ","41°","En le rue de l'Aubiel ","B","180.5","Sour 2 maisons JAKEMON DE VREGELAI et sour tous les tenemens, ki furent WATIER WAFFLART, ki sient entre le tenement JAKEMON DE VREGELAI, d'une part. et le tenement ALOUL DE LAMBRES, d'autre part, 1/2 ferton, 2 capons, 14 s. douysiens, dou fons de le tiere. "
"181","III1","33° III1 ","41°","En le rue de l'Aubiel ","B","181.6","Sour le maison ALOUL DE LAMBRES et sour tout le tenement, ki siet entre le tenement JAKEMON DE VREGELAI, d'une part, et le tenement ki fu BIETREMIU DE LE COUTURE, d'autre part, 1/2 ferton, 2 capons et 14 s. douysiens, dou fons de le tiere. "
"182","III1","33° III1 ","41°","En le rue de l'Aubiel ","B","182.7","Sour le maison MARIEN LE BRUNE, ki fu feme Quentin, et sour tout le tenement, ki fu BIETREMIU DE LE COUTURE, ki siet entre le tenement ALOUL DE LAMBRES, d'une part, et le tenement HUON LE BLANKISSEUR, d'autre part, 7 s. douysiens, 1 capon et 1 lot, dou fons de le tiere. "
"183","III1","33° III1 ","41°","En le rue de l'Aubiel ","B","183.8","Sour 3 maisons HUON LE BLANKISSEUR et sour 2 maisons, ki sient en le ruiele deriere, et sour tous les tenemens, ki furent HUON DE FIVE, ki sient entre le tenement MARIEN LE BRUNE, d'une part, et le tenement NICHOLON DE PESKENCORT, d'autre part, 21 s. douysiens, 3 capons et 3 los, dou fons de le tiere.   "
"184","III1","33° III1 ","42°","En le rue Pute i muce ",NA,"184.1","Sour le maison HENRI D'ORCHIES et sour tout le tenement, ki fu WATIER VISTIEL, et sour le maison WILLART DE BRUILLE, et sour tout le tenement, ki fu ANSIEL LE PARMENTIER, ki sient entre le tenement PIERON LE PINIER, d'une part, et le tenement WILLIAUME LENGLÉS, d'autre part, 17 s. douysiens, 3 capons, dou fons de le tiere. "
"185","III1","33° III1 ","42°","En le rue Pute i muce ",NA,"185.2","Sour le maison WILLIAUME LENGLÉS et sour tout le tenement, et sour le maison COLART L'AMANT et sour tout le tenement, ki furent BIERNART TOUT DEHUERS, ki sient entre le tenement WILLART DE BRUILLE, d'une part, et le tenement le feme RAINGHIER PIET d'Argent, d'autre part, 8 s. douysiens et 2 capons, dou fons de le tiere.   "
"186","IV","43° IV ","43°","Ou Castiel bourgois ",NA,"186.","Sour 3 maisons WATIER GRAINNOURI ki fu et sour tous les tenemens, ki sient entre le riviere, d'une part, et le tenement SOHIER DOU MAISIEL ki fu, d'autre part, aprés le fons de le tiere, 3 fertons.  "
"187","IV","43° IV ","44°1","Ou Maisiel au pisson ",NA,"187.1","Sour 3 maisons JEHAN LOEDON et sour tous les tenemens, ki sient entre le tenement MARIEN DE LOBERGHES, d'une part, et le tenement VIOTE BOINE VIE, d'autre part, aprés le fons de le tiere, 1 marc.  "
"188","IV","43° IV ","45°","Es Viés Maisiaus ","A","188.1","Sour le maison GILLION PORTE ESTEULE et sour tout le tenement, ki fu BIETREMIU DE SAINT QUENTIN, ki siet entre le tenement VIOTE BOINE VIE, d'une part, et le tenement JAKEMON BOINE VIE, d'autre part, aprés le fons de le tiere, 1/2 marc.  "
"189","IV","43° IV ","45°","Es Viés Maisiaus ","B","189.2","Sour le maison HENNIN DE GOY et JAKEMON PAINMOULLIET et sour tout le tenement, ki fu TIESTE DE CHEVAL, ki siet entre le tenement MIKIEL CHARLE, d'une part, et le tenement le feme RAINGHIER DE KIERI, d'autre part, aprés le fons de le tiere, 2 mars. "
"190","IV","43° IV ","45°","Es Viés Maisiaus ","B","190.3","Sour le maison JAKEMON DOU MARÉS et Bauduin, sen frere, et sour tout le tenement, ki fu JEHAN DE WASIERS, ki siet entre le tenement MARIEN LE PREUDEFEME, d'une part, et le tenement JAKEMON BOINE VIE, d'autre part, aprés le fons de le tiere, 1/2 marc. Si fu cis 1/2 marc FOUKIER LEUREUS.   "
"191","IV","43° IV ","46°","En le Saunerie ","A","191.1","Sour 2 maisons PIERON BOINE VIE et Marien, se sereur, et sour tous les tenemens, ki sient entre le tenement HENRI POURCELET ki fu, d'une part, et le tenement GOSSART POURCIEL, d'autre part, 1 marc, aprés le fons de le tiere. "
"192","IV","43° IV ","46°","En le Saunerie ","A","192.2","Sour le maison ROBIERT D'ASTICES et sour tout le tenement, ki fu JAKEMON DE CANTIN, ki siet entre le tenement JEHAN LE FEVRE, d'une part, et le tenement JEHAN DE FLOREBAIS, d'autre part, 3 mars. A prendre tout avant ces 3 mars en 5 mars, ke maistres ALIXANDRES MASENGHE i avoit quant il vendi ces 3 mars. "
"193","IV","43° IV ","46°","En le Saunerie ","A","193.3","Sour le maison JEHAN LE FEVRE et sour tout le tenement, ki siet entre le tenement ROBIERT D'ASTICES, d'une part, et le tenement SARAIN WENNINE, d'autre part, aprés le fons de le tiere, 1 marc. A prendre ce marc tout avant en 4 mars ke maistres ALIXANDRES MASENGHE i avoit quant il vendi ce marc. "
"194","IV","43° IV ","46°","En le Saunerie ","A","194.4","Sour le maison RENIER MALET et OLIVIER LE BLONT et sour tout le tenement, ki fu JEHAN DE LE VILE, ki siet entre le tenement SARAIN WENNINE, d'une part, et le tenement JEHAN LE MONNIIER, d'autre part, 12 s. douysiens, dou fons de le tiere.  "
"195","IV","43° IV ","46°","En le Saunerie ","B","195.5","Sour 2 maisons JAKEMON LOUVET et sour tout le tenement, ki fu maistre Nicholo[n] de Hieregnies, ki siet entre le tenement THUMAS DE BOULENOIS, d'une part, et le tenement JEHAN LE MIGNOT, d'autre part, aprés le fons de le tiere, 6 s. et 8 d. par. "
"196","IV","43° IV ","46°","En le Saunerie ","B","196.6","Sour le maison JEHAN LE MIGNOT et sour tout le tenement, ki fu ROBE DE LE RIUE, ki siet entre le tenement JAKEMON LOUVET, d'une part, et le Rivage, d'autre part, aprés le fons de le tiere, 1 marc. "
"197","IV","43° IV ","46°","En le Saunerie ","B","197.7","Sour les 2 maisons WISTASSE LE BARBETEUR et sour tous les tenemens, ki sient entre le tenement ERNOUL BOINE, d'une part, et le tenement JAKEMON LE GANTOIS ki fu, d'autre part, aprés le fons de le tiere, 1/2 marc. "
"198","IV","43° IV ","46°","En le Saunerie ","B","198.8","Sour 2 maisons BAUDUIN DE DOUAY et sour tous les tenemens, ki sient entre le tenement MEHAUT LE MERCHIERE, d'une part, et le tenement de Marchienes, d'autre part, aprés le fons de le tiere, 1/2 marc.   "
"199","IV","43° IV ","47°","Sour le Rivage et en le place dou Maisiel as porees ",NA,"199.","Sour les maisons MARIEN LE LONGHE et sour tous les tenemens, ki furent maistre NICHOLON DE HIEREGNIES, ki sient entre le tenement WILLIAUME SALEMON, le toillier, d'une part, et le tenement de Marchienes, d'autre part, aprés le fons de le tiere, 2 mars.  "
"200","IV","43° IV ","48°","Ou Maisiel as porees ",NA,"200.1","Sour les maisons MASSART DE MONS et sour tous les tenemens, ki sient entre le tenement AGNIÉS HUELINE, ki fu, d'une part, et le tenement MARIEN DE VALENCHIENES, d'autre part, aprés le fons de le tiere, 3 fertons et 1/2. "
"201","IV","43° IV ","48°","Ou Maisiel as porees ",NA,"201.2","Sour le place au Rivage, pour le tenement BAUDUIN LE GRANT, 1/2 marc: si les paie li vile.  "
"202","IV","43° IV ","49°","En le rue devens le porte des Wés ","A","202.1","Sour le maison GILLOTAIN DE BAPAUMES et sour tout le tenement, ki fu JAKEMON DE LE CURBILLE, ki siet entre le tenement l'abeesse de Flines, ki fu CRESTIENNE DOU TEMPLE, d'une part, et le tenement GRART DE BERSEES, d'autre part, aprés le fons de le tiere, 3 mars. "
"203","IV","43° IV ","49°","En le rue devens le porte des Wés ","A","203.2","Sour le maison THIEBAUT DE HENNIN et sour tout le tenement, ki [fu] JAKEMON LOUPE CHERISSE, ki siet entre le tenement de SAINT PIERE de Hanon, d'une part, et le tenement MARIEN DOUCE MINE, d'autre part, aprés le fons de le tiere, 6 mars.  "
"204","IV","43° IV ","49°","En le rue devens le porte des Wés ","B","204.3","Sour le maison PIERON DE ROGHEGNIES et sour tout le tenement, ki siet entre le tenement SAINT VAST d'Arras, ki fu PIERON DE COUSTICES, d'une part, et le tenement RAOUL D'ASTRIKES ki fu, d'autre part, aprés le fons de le tiere, 5 mars. "
"205","IV","43° IV ","49°","En le rue devens le porte des Wés ","B","205.4","Sour le maison le fil PIERON DE HASNON, le jovene, et sour tout le tenement, ki siet entre le tenement RAOUL D'ASTRIKES, d'une part, et le tenement EREMBOURC BUTOR, aprés le fons de le tiere, 1/2 marc et 1/2 ferton. "
"206","IV","43° IV ","49°","En le rue devens le porte des Wés ","B","206.5","Sour l'ospital des Wés et sour tout le tenement, ki fu GERVAIS DE LE VILE, ki siet entre le tenement PIERON DE HASNON, le viel, d'une part, et le tenement JEHENNAIN DE FLORENCE, ki fu de l'ospital, d'autre part, 2 mars.    "
"207","V1","Chi conmenche li escroete de le Nuevile 50° Dehuers le porte des Wés, en le Grant rue A 2071. - Sour le maison Sandrart de Coustices et sour tout le tenement, ki fu Sueret Ravemer, ki siet entre le tenement Pieron le Franke, d'une part, et le tenement Sandrart de Coustices, ki fu Grart, sen oncle, d'autre part, aprés le fons de le tiere, 5 mars. 2082. - Sour le maison Sandrart de Coustices et sour tout le tenement, ki fu Grart, sen oncle, ki siet entre le tenement, ki fu Sueret Ravemer, d'une part, et le tenement Nicholon Trueve Argent, d'autre part, aprés le fons de le tiere, 4 mars et 1 ferton. 2093. - Sour le maison Nicholon Trueve Argent et sour tout le tenement, ki siet entre le tenement Sandrart de Coustices, d'une part, et le tenement Pieron de Hasnon, d'autre part, 1/2 ferton et 2 capons, dou fons de le tiere. 2104. - Sour le maison Gillion de Carvin et sour tout le tenement, devant et deriere, dusques a l'eve, ki siet entre le canel, d'une part, et le tenement Colart de Coustices, d'autre part, aprés le fons de le tiere, 2 mars et 1/2. 2115. - Sour le maison Colart de Coustices et sour tout le tenement, dusques a l'eve, ki siet entre le tenement Gillion de Carvin, d'une part, et le tenement Jehan Parent, d'autre part, 1/2 marc, aprés le fons de le tiere. 2126. - Sour le maison Colart de Montegni et sour tout le tenement dusques a l'eve, ki siet entre le tenement Werin de Mauchicort, d'une part, et le tenement Jehan Mienuit, ki fu Jakemon de Carvin, d'autre part, 2 mars et demi, aprés le fons de le tiere. 2137. - Sour le ma[i]son Jehan Mienuit et sour tout le tenement, ki siet entre le tenement Nicholon de Montegni, d'une part, et le tenement Jakemon de Lens, ki fu Gillion de Carvin, d'autre part, aprés le fons de le tiere, 4 mars et 1/2. 2148. - Sour les maisons le Monne de Mons, et sour le tieulerie et sour tous les tenemens, ki sient entre le tenement Jakemon le Flamenc, d'une part, et le tenement Gillion le Tieulier, aprés le fons de le tiere, 1/2 marc. 2159. - Sour le maison Jehan le Biertoul et sour tout le tenement, ki fu Bauduin Rossiel, ki siet entre le tenement Hauwit le Merchiere, d'une part, et le tenement Jakemon Cavete, ki fu Biertoul le Taneur, d'autre part, aprés le fons de le tiere, 1 marc. 21610. - Sour le maison Jakemon Cavete et sour tout le tenement, ki fu Biertoul le Taneur, ki siet entre le tenement Jehan le Biertoul, d'une part, et le tenement Margot Roussiele, d'autre part, aprés le fons de le tiere, 2 mars. 21711. - Sour le maison Colart le Martin et sour tout le tenement, ki siet entre le porte dou pont des Beghines, d'une part, et le tenement Saint Piere de Hasnon, d'autre part, aprés le fons de le tiere, 3 fertons et 1/2. 21812. - Sour les maisons Thumas le Wareteur et sour tout le tenement deriere dusques a l'eve, ki sient entre le tenement Saint Piere de Hasnon, d'une part, et le tenement Jehan le Potier, d'autre part, aprés le fons de le tiere, marc et 1/2. 21913. - Sour le maison Marien de Le Poterie et sour tout le tenement dusques a l'eve, ki siet entre le tenement Jehan le Potier, d'une part, et le tenement Richart Dou Markiet, ki fu, d'autre part, aprés le fons de le tiere, 3 fertons. B En l'autre renc 22014. - Sour 3 maisons Le Monne de Mons et sour tous les tenemens deriere, ki sient entre le tenement Ernaut de Le Haie, d'une part, et le tenement Tiebaut de Hennin, d'autre part, aprés le fons de le tiere, 1/2 marc. 22115. - Sour le maison Guifroi le Careton, et sour tout le tenement deriere, ki siet entre le tenement Monnart Boine-broke, d'une part, et le tenement Estievenon le Tondeur, d'autre part, aprés le fons de le tiere, 5 fertons. ","50°","Dehuers le porte des Wés, en le Grant rue ","A","207.1","Sour le maison SANDRART DE COUSTICES et sour tout le tenement, ki fu SUERET RAVEMER, ki siet entre le tenement PIERON LE FRANKE, d'une part, et le tenement SANDRART DE COUSTICES, ki fu Grart, sen oncle, d'autre part, aprés le fons de le tiere, 5 mars. "
